"COUNTRY","Country","SERIES","Series","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BEL","Belgium","CNPNCU","2020 constant prices and NCU","2019","2019","EUR","Euro","0","Units","2020","2020",47262.7400648977,,
"BEL","Belgium","CNPNCU","2020 constant prices and NCU","2020","2020","EUR","Euro","0","Units","2020","2020",45832.5802235337,,
"CAN","Canada","CNPNCU","2020 constant prices and NCU","2000","2000","CAD","Canadian Dollar","0","Units","2020","2020",57591.724064581,,
"CAN","Canada","CNPNCU","2020 constant prices and NCU","2001","2001","CAD","Canadian Dollar","0","Units","2020","2020",57355.1074352074,,
"CAN","Canada","CNPNCU","2020 constant prices and NCU","2002","2002","CAD","Canadian Dollar","0","Units","2020","2020",56877.2630274958,,
"CAN","Canada","CNPNCU","2020 constant prices and NCU","2003","2003","CAD","Canadian Dollar","0","Units","2020","2020",56901.8087098102,,
"CAN","Canada","CNPNCU","2020 constant prices and NCU","2004","2004","CAD","Canadian Dollar","0","Units","2020","2020",58152.8717492636,,
"CAN","Canada","CNPNCU","2020 constant prices and NCU","2005","2005","CAD","Canadian Dollar","0","Units","2020","2020",59832.1591498974,,
"CAN","Canada","CNPNCU","2020 constant prices and NCU","2006","2006","CAD","Canadian Dollar","0","Units","2020","2020",61663.9496911024,,
"CAN","Canada","CNPNCU","2020 constant prices and NCU","2007","2007","CAD","Canadian Dollar","0","Units","2020","2020",63464.67550505,,
"CAN","Canada","CNPNCU","2020 constant prices and NCU","2008","2008","CAD","Canadian Dollar","0","Units","2020","2020",64555.6221549392,,
"CAN","Canada","CNPNCU","2020 constant prices and NCU","2009","2009","CAD","Canadian Dollar","0","Units","2020","2020",65125.3803397957,,
"CAN","Canada","CNPNCU","2020 constant prices and NCU","2010","2010","CAD","Canadian Dollar","0","Units","2020","2020",65316.0315041718,,
"CAN","Canada","CNPNCU","2020 constant prices and NCU","2011","2011","CAD","Canadian Dollar","0","Units","2020","2020",65953.0749389979,,
"CAN","Canada","CNPNCU","2020 constant prices and NCU","2012","2012","CAD","Canadian Dollar","0","Units","2020","2020",66968.0688761848,,
"CAN","Canada","CNPNCU","2020 constant prices and NCU","2013","2013","CAD","Canadian Dollar","0","Units","2020","2020",67796.399487571,,
"CAN","Canada","CNPNCU","2020 constant prices and NCU","2014","2014","CAD","Canadian Dollar","0","Units","2020","2020",68623.0163584803,,
"CAN","Canada","CNPNCU","2020 constant prices and NCU","2015","2015","CAD","Canadian Dollar","0","Units","2020","2020",69159.254571911,,
"CAN","Canada","CNPNCU","2020 constant prices and NCU","2016","2016","CAD","Canadian Dollar","0","Units","2020","2020",67921.2833583318,,
"CAN","Canada","CNPNCU","2020 constant prices and NCU","2017","2017","CAD","Canadian Dollar","0","Units","2020","2020",68894.8231105108,,
"CAN","Canada","CNPNCU","2020 constant prices and NCU","2018","2018","CAD","Canadian Dollar","0","Units","2020","2020",70154.864581976,,
"CAN","Canada","CNPNCU","2020 constant prices and NCU","2019","2019","CAD","Canadian Dollar","0","Units","2020","2020",70663.0417102444,,
"CAN","Canada","CNPNCU","2020 constant prices and NCU","2020","2020","CAD","Canadian Dollar","0","Units","2020","2020",72259.5519879727,,
"CZE","Czech Republic","CNPNCU","2020 constant prices and NCU","2000","2000","CZK","Czech Koruna","0","Units","2020","2020",249165.992451034,,
"CZE","Czech Republic","CNPNCU","2020 constant prices and NCU","2001","2001","CZK","Czech Koruna","0","Units","2020","2020",262015.752513252,,
"CZE","Czech Republic","CNPNCU","2020 constant prices and NCU","2002","2002","CZK","Czech Koruna","0","Units","2020","2020",277881.843026852,,
"CZE","Czech Republic","CNPNCU","2020 constant prices and NCU","2003","2003","CZK","Czech Koruna","0","Units","2020","2020",299069.27055556,,
"CZE","Czech Republic","CNPNCU","2020 constant prices and NCU","2004","2004","CZK","Czech Koruna","0","Units","2020","2020",312945.657832393,,
"CZE","Czech Republic","CNPNCU","2020 constant prices and NCU","2005","2005","CZK","Czech Koruna","0","Units","2020","2020",322137.516538202,,
"CZE","Czech Republic","CNPNCU","2020 constant prices and NCU","2006","2006","CZK","Czech Koruna","0","Units","2020","2020",335053.124806254,,
"CZE","Czech Republic","CNPNCU","2020 constant prices and NCU","2007","2007","CZK","Czech Koruna","0","Units","2020","2020",345069.303152536,,
"CZE","Czech Republic","CNPNCU","2020 constant prices and NCU","2008","2008","CZK","Czech Koruna","0","Units","2020","2020",346937.089635421,,
"CZE","Czech Republic","CNPNCU","2020 constant prices and NCU","2009","2009","CZK","Czech Koruna","0","Units","2020","2020",345551.993799386,,
"CZE","Czech Republic","CNPNCU","2020 constant prices and NCU","2010","2010","CZK","Czech Koruna","0","Units","2020","2020",356267.418941273,,
"CZE","Czech Republic","CNPNCU","2020 constant prices and NCU","2011","2011","CZK","Czech Koruna","0","Units","2020","2020",359180.168585885,,
"CZE","Czech Republic","CNPNCU","2020 constant prices and NCU","2012","2012","CZK","Czech Koruna","0","Units","2020","2020",359906.977676839,,
"CZE","Czech Republic","CNPNCU","2020 constant prices and NCU","2013","2013","CZK","Czech Koruna","0","Units","2020","2020",357660.299395159,,
"CZE","Czech Republic","CNPNCU","2020 constant prices and NCU","2014","2014","CZK","Czech Koruna","0","Units","2020","2020",365224.394849395,,
"CZE","Czech Republic","CNPNCU","2020 constant prices and NCU","2015","2015","CZK","Czech Koruna","0","Units","2020","2020",376064.93290866,,
"CZE","Czech Republic","CNPNCU","2020 constant prices and NCU","2016","2016","CZK","Czech Koruna","0","Units","2020","2020",389470.073667956,,
"CZE","Czech Republic","CNPNCU","2020 constant prices and NCU","2017","2017","CZK","Czech Koruna","0","Units","2020","2020",409339.852597428,,
"CZE","Czech Republic","CNPNCU","2020 constant prices and NCU","2018","2018","CZK","Czech Koruna","0","Units","2020","2020",431179.82546046,,
"CZE","Czech Republic","CNPNCU","2020 constant prices and NCU","2019","2019","CZK","Czech Koruna","0","Units","2020","2020",444867.245879884,,
"CZE","Czech Republic","CNPNCU","2020 constant prices and NCU","2020","2020","CZK","Czech Koruna","0","Units","2020","2020",437975.324701025,,
"DNK","Denmark","CNPNCU","2020 constant prices and NCU","2000","2000","DKK","Danish Krone","0","Units","2020","2020",355078.337777585,,
"DNK","Denmark","CNPNCU","2020 constant prices and NCU","2001","2001","DKK","Danish Krone","0","Units","2020","2020",357443.260435456,,
"DNK","Denmark","CNPNCU","2020 constant prices and NCU","2002","2002","DKK","Danish Krone","0","Units","2020","2020",365665.204408039,,
"DNK","Denmark","CNPNCU","2020 constant prices and NCU","2003","2003","DKK","Danish Krone","0","Units","2020","2020",374793.809211935,,
"DNK","Denmark","CNPNCU","2020 constant prices and NCU","2004","2004","DKK","Danish Krone","0","Units","2020","2020",383193.461156549,,
"DNK","Denmark","CNPNCU","2020 constant prices and NCU","2005","2005","DKK","Danish Krone","0","Units","2020","2020",389688.953143467,,
"DNK","Denmark","CNPNCU","2020 constant prices and NCU","2006","2006","DKK","Danish Krone","0","Units","2020","2020",396324.056790465,,
"DNK","Denmark","CNPNCU","2020 constant prices and NCU","2007","2007","DKK","Danish Krone","0","Units","2020","2020",400643.356010196,,
"DNK","Denmark","CNPNCU","2020 constant prices and NCU","2008","2008","DKK","Danish Krone","0","Units","2020","2020",406066.296022407,,
"DNK","Denmark","CNPNCU","2020 constant prices and NCU","2009","2009","DKK","Danish Krone","0","Units","2020","2020",415911.52762306,,
"DNK","Denmark","CNPNCU","2020 constant prices and NCU","2010","2010","DKK","Danish Krone","0","Units","2020","2020",420703.725805503,,
"DNK","Denmark","CNPNCU","2020 constant prices and NCU","2011","2011","DKK","Danish Krone","0","Units","2020","2020",418524.551011016,,
"DNK","Denmark","CNPNCU","2020 constant prices and NCU","2012","2012","DKK","Danish Krone","0","Units","2020","2020",417959.904019874,,
"DNK","Denmark","CNPNCU","2020 constant prices and NCU","2013","2013","DKK","Danish Krone","0","Units","2020","2020",420677.96967257,,
"DNK","Denmark","CNPNCU","2020 constant prices and NCU","2014","2014","DKK","Danish Krone","0","Units","2020","2020",428727.24443996,,
"DNK","Denmark","CNPNCU","2020 constant prices and NCU","2015","2015","DKK","Danish Krone","0","Units","2020","2020",436263.474158028,,
"DNK","Denmark","CNPNCU","2020 constant prices and NCU","2016","2016","DKK","Danish Krone","0","Units","2020","2020",436903.369751295,,
"DNK","Denmark","CNPNCU","2020 constant prices and NCU","2017","2017","DKK","Danish Krone","0","Units","2020","2020",439290.914047229,,
"DNK","Denmark","CNPNCU","2020 constant prices and NCU","2018","2018","DKK","Danish Krone","0","Units","2020","2020",442653.962931293,,
"DNK","Denmark","CNPNCU","2020 constant prices and NCU","2019","2019","DKK","Danish Krone","0","Units","2020","2020",443979.830929953,,
"DNK","Denmark","CNPNCU","2020 constant prices and NCU","2020","2020","DKK","Danish Krone","0","Units","2020","2020",447520.944312762,,
"FIN","Finland","CNPNCU","2020 constant prices and NCU","2000","2000","EUR","Euro","0","Units","2020","2020",36051.9587323629,,
"FIN","Finland","CNPNCU","2020 constant prices and NCU","2001","2001","EUR","Euro","0","Units","2020","2020",36241.596381365,,
"FIN","Finland","CNPNCU","2020 constant prices and NCU","2002","2002","EUR","Euro","0","Units","2020","2020",36436.297657128,,
"FIN","Finland","CNPNCU","2020 constant prices and NCU","2003","2003","EUR","Euro","0","Units","2020","2020",37128.7649167895,,
"FIN","Finland","CNPNCU","2020 constant prices and NCU","2004","2004","EUR","Euro","0","Units","2020","2020",38354.1616514454,,
"FIN","Finland","CNPNCU","2020 constant prices and NCU","2005","2005","EUR","Euro","0","Units","2020","2020",39186.1114959801,,
"FIN","Finland","CNPNCU","2020 constant prices and NCU","2006","2006","EUR","Euro","0","Units","2020","2020",40009.2410441576,,
"FIN","Finland","CNPNCU","2020 constant prices and NCU","2007","2007","EUR","Euro","0","Units","2020","2020",40550.3033304444,,
"FIN","Finland","CNPNCU","2020 constant prices and NCU","2008","2008","EUR","Euro","0","Units","2020","2020",40895.3143442693,,
"FIN","Finland","CNPNCU","2020 constant prices and NCU","2009","2009","EUR","Euro","0","Units","2020","2020",41248.8095028729,,
"FIN","Finland","CNPNCU","2020 constant prices and NCU","2010","2010","EUR","Euro","0","Units","2020","2020",41826.7255772846,,
"FIN","Finland","CNPNCU","2020 constant prices and NCU","2011","2011","EUR","Euro","0","Units","2020","2020",41847.4590261777,,
"FIN","Finland","CNPNCU","2020 constant prices and NCU","2012","2012","EUR","Euro","0","Units","2020","2020",41890.7091583089,,
"FIN","Finland","CNPNCU","2020 constant prices and NCU","2013","2013","EUR","Euro","0","Units","2020","2020",41480.1648620911,,
"FIN","Finland","CNPNCU","2020 constant prices and NCU","2014","2014","EUR","Euro","0","Units","2020","2020",41481.0927711696,,
"FIN","Finland","CNPNCU","2020 constant prices and NCU","2015","2015","EUR","Euro","0","Units","2020","2020",41811.1222494947,,
"FIN","Finland","CNPNCU","2020 constant prices and NCU","2016","2016","EUR","Euro","0","Units","2020","2020",42175.7961140538,,
"FIN","Finland","CNPNCU","2020 constant prices and NCU","2017","2017","EUR","Euro","0","Units","2020","2020",41944.8785329246,,
"FIN","Finland","CNPNCU","2020 constant prices and NCU","2018","2018","EUR","Euro","0","Units","2020","2020",42344.6200994125,,
"FIN","Finland","CNPNCU","2020 constant prices and NCU","2019","2019","EUR","Euro","0","Units","2020","2020",42786.5928223451,,
"FIN","Finland","CNPNCU","2020 constant prices and NCU","2020","2020","EUR","Euro","0","Units","2020","2020",42769.009492092,,
"FRA","France","CNPNCU","2020 constant prices and NCU","2000","2000","EUR","Euro","0","Units","2020","2020",32398.3078836578,,
"FRA","France","CNPNCU","2020 constant prices and NCU","2001","2001","EUR","Euro","0","Units","2020","2020",32603.2224095523,,
"FRA","France","CNPNCU","2020 constant prices and NCU","2002","2002","EUR","Euro","0","Units","2020","2020",33483.3650013865,,
"FRA","France","CNPNCU","2020 constant prices and NCU","2003","2003","EUR","Euro","0","Units","2020","2020",33754.476480236,,
"FRA","France","CNPNCU","2020 constant prices and NCU","2004","2004","EUR","Euro","0","Units","2020","2020",34307.9790073737,,
"FRA","France","CNPNCU","2020 constant prices and NCU","2005","2005","EUR","Euro","0","Units","2020","2020",34720.5709099213,,
"FRA","France","CNPNCU","2020 constant prices and NCU","2006","2006","EUR","Euro","0","Units","2020","2020",35109.6570966967,,
"FRA","France","CNPNCU","2020 constant prices and NCU","2007","2007","EUR","Euro","0","Units","2020","2020",35240.6918370663,,
"FRA","France","CNPNCU","2020 constant prices and NCU","2008","2008","EUR","Euro","0","Units","2020","2020",35171.9639740894,,
"FRA","France","CNPNCU","2020 constant prices and NCU","2009","2009","EUR","Euro","0","Units","2020","2020",36290.8407121489,,
"FRA","France","CNPNCU","2020 constant prices and NCU","2010","2010","EUR","Euro","0","Units","2020","2020",37028.7539253468,,
"FRA","France","CNPNCU","2020 constant prices and NCU","2011","2011","EUR","Euro","0","Units","2020","2020",36970.884639937,,
"FRA","France","CNPNCU","2020 constant prices and NCU","2012","2012","EUR","Euro","0","Units","2020","2020",37218.8212336165,,
"FRA","France","CNPNCU","2020 constant prices and NCU","2013","2013","EUR","Euro","0","Units","2020","2020",37531.4455870805,,
"FRA","France","CNPNCU","2020 constant prices and NCU","2014","2014","EUR","Euro","0","Units","2020","2020",37790.4822846142,,
"FRA","France","CNPNCU","2020 constant prices and NCU","2015","2015","EUR","Euro","0","Units","2020","2020",38160.4824155776,,
"FRA","France","CNPNCU","2020 constant prices and NCU","2016","2016","EUR","Euro","0","Units","2020","2020",38607.0668331984,,
"FRA","France","CNPNCU","2020 constant prices and NCU","2017","2017","EUR","Euro","0","Units","2020","2020",39140.1277139412,,
"FRA","France","CNPNCU","2020 constant prices and NCU","2018","2018","EUR","Euro","0","Units","2020","2020",39151.9627551769,,
"FRA","France","CNPNCU","2020 constant prices and NCU","2019","2019","EUR","Euro","0","Units","2020","2020",39357.3601159409,,
"FRA","France","CNPNCU","2020 constant prices and NCU","2020","2020","EUR","Euro","0","Units","2020","2020",38077.8014997926,,
"DEU","Germany","CNPNCU","2020 constant prices and NCU","2000","2000","EUR","Euro","0","Units","2020","2020",36125.2838110705,,
"DEU","Germany","CNPNCU","2020 constant prices and NCU","2001","2001","EUR","Euro","0","Units","2020","2020",36399.5043066642,,
"DEU","Germany","CNPNCU","2020 constant prices and NCU","2002","2002","EUR","Euro","0","Units","2020","2020",36619.1854788088,,
"DEU","Germany","CNPNCU","2020 constant prices and NCU","2003","2003","EUR","Euro","0","Units","2020","2020",36741.5921194121,,
"DEU","Germany","CNPNCU","2020 constant prices and NCU","2004","2004","EUR","Euro","0","Units","2020","2020",36743.1149974545,,
"DEU","Germany","CNPNCU","2020 constant prices and NCU","2005","2005","EUR","Euro","0","Units","2020","2020",36893.5981940163,,
"DEU","Germany","CNPNCU","2020 constant prices and NCU","2006","2006","EUR","Euro","0","Units","2020","2020",36888.2569199667,,
"DEU","Germany","CNPNCU","2020 constant prices and NCU","2007","2007","EUR","Euro","0","Units","2020","2020",36784.3982337201,,
"DEU","Germany","CNPNCU","2020 constant prices and NCU","2008","2008","EUR","Euro","0","Units","2020","2020",36956.6238426733,,
"DEU","Germany","CNPNCU","2020 constant prices and NCU","2009","2009","EUR","Euro","0","Units","2020","2020",36967.1123308713,,
"DEU","Germany","CNPNCU","2020 constant prices and NCU","2010","2010","EUR","Euro","0","Units","2020","2020",37290.5628379196,,
"DEU","Germany","CNPNCU","2020 constant prices and NCU","2011","2011","EUR","Euro","0","Units","2020","2020",38060.4605194826,,
"DEU","Germany","CNPNCU","2020 constant prices and NCU","2012","2012","EUR","Euro","0","Units","2020","2020",38581.1147135805,,
"DEU","Germany","CNPNCU","2020 constant prices and NCU","2013","2013","EUR","Euro","0","Units","2020","2020",38958.4721242783,,
"DEU","Germany","CNPNCU","2020 constant prices and NCU","2014","2014","EUR","Euro","0","Units","2020","2020",39626.0153435724,,
"DEU","Germany","CNPNCU","2020 constant prices and NCU","2015","2015","EUR","Euro","0","Units","2020","2020",40553.6430104742,,
"DEU","Germany","CNPNCU","2020 constant prices and NCU","2016","2016","EUR","Euro","0","Units","2020","2020",41132.3996057745,,
"DEU","Germany","CNPNCU","2020 constant prices and NCU","2017","2017","EUR","Euro","0","Units","2020","2020",41570.1205830321,,
"DEU","Germany","CNPNCU","2020 constant prices and NCU","2018","2018","EUR","Euro","0","Units","2020","2020",42177.4983557215,,
"DEU","Germany","CNPNCU","2020 constant prices and NCU","2019","2019","EUR","Euro","0","Units","2020","2020",42827.9911676075,,
"DEU","Germany","CNPNCU","2020 constant prices and NCU","2020","2020","EUR","Euro","0","Units","2020","2020",42593.1263713466,,
"GRC","Greece","CNPNCU","2020 constant prices and NCU","2000","2000","EUR","Euro","0","Units","2020","2020",17123.6343254156,,
"GRC","Greece","CNPNCU","2020 constant prices and NCU","2001","2001","EUR","Euro","0","Units","2020","2020",17699.3123101974,,
"GRC","Greece","CNPNCU","2020 constant prices and NCU","2002","2002","EUR","Euro","0","Units","2020","2020",19309.860400058,,
"GRC","Greece","CNPNCU","2020 constant prices and NCU","2003","2003","EUR","Euro","0","Units","2020","2020",20158.8768910163,,
"GRC","Greece","CNPNCU","2020 constant prices and NCU","2004","2004","EUR","Euro","0","Units","2020","2020",20529.6368472324,,
"GRC","Greece","CNPNCU","2020 constant prices and NCU","2005","2005","EUR","Euro","0","Units","2020","2020",20460.5730702642,,
"GRC","Greece","CNPNCU","2020 constant prices and NCU","2006","2006","EUR","Euro","0","Units","2020","2020",20705.0182277369,,
"GRC","Greece","CNPNCU","2020 constant prices and NCU","2007","2007","EUR","Euro","0","Units","2020","2020",20708.7717373107,,
"GRC","Greece","CNPNCU","2020 constant prices and NCU","2008","2008","EUR","Euro","0","Units","2020","2020",20387.5303036545,,
"GRC","Greece","CNPNCU","2020 constant prices and NCU","2009","2009","EUR","Euro","0","Units","2020","2020",21351.0872239887,,
"GRC","Greece","CNPNCU","2020 constant prices and NCU","2010","2010","EUR","Euro","0","Units","2020","2020",20375.641242192,,
"GRC","Greece","CNPNCU","2020 constant prices and NCU","2011","2011","EUR","Euro","0","Units","2020","2020",19082.0483858244,,
"GRC","Greece","CNPNCU","2020 constant prices and NCU","2012","2012","EUR","Euro","0","Units","2020","2020",17972.2070409901,,
"GRC","Greece","CNPNCU","2020 constant prices and NCU","2013","2013","EUR","Euro","0","Units","2020","2020",16797.9073902738,,
"GRC","Greece","CNPNCU","2020 constant prices and NCU","2014","2014","EUR","Euro","0","Units","2020","2020",16730.8788688664,,
"GRC","Greece","CNPNCU","2020 constant prices and NCU","2015","2015","EUR","Euro","0","Units","2020","2020",16896.610758065,,
"GRC","Greece","CNPNCU","2020 constant prices and NCU","2016","2016","EUR","Euro","0","Units","2020","2020",16508.0022752555,,
"GRC","Greece","CNPNCU","2020 constant prices and NCU","2017","2017","EUR","Euro","0","Units","2020","2020",16602.7373514748,,
"GRC","Greece","CNPNCU","2020 constant prices and NCU","2018","2018","EUR","Euro","0","Units","2020","2020",16767.3596886268,,
"GRC","Greece","CNPNCU","2020 constant prices and NCU","2019","2019","EUR","Euro","0","Units","2020","2020",16974.5944404452,,
"GRC","Greece","CNPNCU","2020 constant prices and NCU","2020","2020","EUR","Euro","0","Units","2020","2020",17098.5787972693,,
"HUN","Hungary","CNPNCU","2020 constant prices and NCU","2000","2000","HUF","Forint","0","Units","2020","2020",2685757.828326,,
"HUN","Hungary","CNPNCU","2020 constant prices and NCU","2001","2001","HUF","Forint","0","Units","2020","2020",2889537.24245469,,
"HUN","Hungary","CNPNCU","2020 constant prices and NCU","2002","2002","HUF","Forint","0","Units","2020","2020",3034104.2466448,,
"HUN","Hungary","CNPNCU","2020 constant prices and NCU","2003","2003","HUF","Forint","0","Units","2020","2020",3277838.12816671,,
"HUN","Hungary","CNPNCU","2020 constant prices and NCU","2004","2004","HUF","Forint","0","Units","2020","2020",3506392.49919634,,
"HUN","Hungary","CNPNCU","2020 constant prices and NCU","2005","2005","HUF","Forint","0","Units","2020","2020",3660502.50480834,,
"HUN","Hungary","CNPNCU","2020 constant prices and NCU","2006","2006","HUF","Forint","0","Units","2020","2020",3731526.97765815,,
"HUN","Hungary","CNPNCU","2020 constant prices and NCU","2007","2007","HUF","Forint","0","Units","2020","2020",3704247.79948813,,
"HUN","Hungary","CNPNCU","2020 constant prices and NCU","2008","2008","HUF","Forint","0","Units","2020","2020",3756241.69944877,,
"HUN","Hungary","CNPNCU","2020 constant prices and NCU","2009","2009","HUF","Forint","0","Units","2020","2020",3542059.09871332,,
"HUN","Hungary","CNPNCU","2020 constant prices and NCU","2010","2010","HUF","Forint","0","Units","2020","2020",3588755.97000354,,
"HUN","Hungary","CNPNCU","2020 constant prices and NCU","2011","2011","HUF","Forint","0","Units","2020","2020",3634895.70157421,,
"HUN","Hungary","CNPNCU","2020 constant prices and NCU","2012","2012","HUF","Forint","0","Units","2020","2020",3513688.0673867,,
"HUN","Hungary","CNPNCU","2020 constant prices and NCU","2013","2013","HUF","Forint","0","Units","2020","2020",3476850.93407574,,
"HUN","Hungary","CNPNCU","2020 constant prices and NCU","2014","2014","HUF","Forint","0","Units","2020","2020",3431266.19446033,,
"HUN","Hungary","CNPNCU","2020 constant prices and NCU","2015","2015","HUF","Forint","0","Units","2020","2020",3457713.93937367,,
"HUN","Hungary","CNPNCU","2020 constant prices and NCU","2016","2016","HUF","Forint","0","Units","2020","2020",3489208.92178845,,
"HUN","Hungary","CNPNCU","2020 constant prices and NCU","2017","2017","HUF","Forint","0","Units","2020","2020",3741737.76881434,,
"HUN","Hungary","CNPNCU","2020 constant prices and NCU","2018","2018","HUF","Forint","0","Units","2020","2020",3929674.15840993,,
"HUN","Hungary","CNPNCU","2020 constant prices and NCU","2019","2019","HUF","Forint","0","Units","2020","2020",4053961.33910814,,
"HUN","Hungary","CNPNCU","2020 constant prices and NCU","2020","2020","HUF","Forint","0","Units","2020","2020",4209324.39098576,,
"IRL","Ireland","CNPNCU","2020 constant prices and NCU","2000","2000","EUR","Euro","0","Units","2020_100","2020=100",36754.3545364575,,
"IRL","Ireland","CNPNCU","2020 constant prices and NCU","2001","2001","EUR","Euro","0","Units","2020_100","2020=100",38066.6682772363,,
"IRL","Ireland","CNPNCU","2020 constant prices and NCU","2002","2002","EUR","Euro","0","Units","2020_100","2020=100",38384.1228212712,,
"IRL","Ireland","CNPNCU","2020 constant prices and NCU","2003","2003","EUR","Euro","0","Units","2020_100","2020=100",39617.0498208728,,
"IRL","Ireland","CNPNCU","2020 constant prices and NCU","2004","2004","EUR","Euro","0","Units","2020_100","2020=100",40945.6699713259,,
"IRL","Ireland","CNPNCU","2020 constant prices and NCU","2005","2005","EUR","Euro","0","Units","2020_100","2020=100",42450.2018958093,,
"IRL","Ireland","CNPNCU","2020 constant prices and NCU","2006","2006","EUR","Euro","0","Units","2020_100","2020=100",42824.8872376558,,
"IRL","Ireland","CNPNCU","2020 constant prices and NCU","2007","2007","EUR","Euro","0","Units","2020_100","2020=100",44021.0366322223,,
"IRL","Ireland","CNPNCU","2020 constant prices and NCU","2008","2008","EUR","Euro","0","Units","2020_100","2020=100",45842.0499446626,,
"IRL","Ireland","CNPNCU","2020 constant prices and NCU","2009","2009","EUR","Euro","0","Units","2020_100","2020=100",49429.8016611533,,
"IRL","Ireland","CNPNCU","2020 constant prices and NCU","2010","2010","EUR","Euro","0","Units","2020_100","2020=100",49487.4421052803,,
"IRL","Ireland","CNPNCU","2020 constant prices and NCU","2011","2011","EUR","Euro","0","Units","2020_100","2020=100",48961.7278771215,,
"IRL","Ireland","CNPNCU","2020 constant prices and NCU","2012","2012","EUR","Euro","0","Units","2020_100","2020=100",48490.8105104222,,
"IRL","Ireland","CNPNCU","2020 constant prices and NCU","2013","2013","EUR","Euro","0","Units","2020_100","2020=100",47267.4964906934,,
"IRL","Ireland","CNPNCU","2020 constant prices and NCU","2014","2014","EUR","Euro","0","Units","2020_100","2020=100",46973.0313146878,,
"IRL","Ireland","CNPNCU","2020 constant prices and NCU","2015","2015","EUR","Euro","0","Units","2020_100","2020=100",46965.0437870717,,
"IRL","Ireland","CNPNCU","2020 constant prices and NCU","2016","2016","EUR","Euro","0","Units","2020_100","2020=100",47640.5192875917,,
"IRL","Ireland","CNPNCU","2020 constant prices and NCU","2017","2017","EUR","Euro","0","Units","2020_100","2020=100",48202.7336601331,,
"IRL","Ireland","CNPNCU","2020 constant prices and NCU","2018","2018","EUR","Euro","0","Units","2020_100","2020=100",48412.292307511,,
"IRL","Ireland","CNPNCU","2020 constant prices and NCU","2019","2019","EUR","Euro","0","Units","2020_100","2020=100",49331.7848606187,,
"IRL","Ireland","CNPNCU","2020 constant prices and NCU","2020","2020","EUR","Euro","0","Units","2020_100","2020=100",49296.4375231437,,
"ITA","Italy","CNPNCU","2020 constant prices and NCU","2000","2000","EUR","Euro","0","Units","2020","2020",29039.3830533931,,
"ITA","Italy","CNPNCU","2020 constant prices and NCU","2001","2001","EUR","Euro","0","Units","2020","2020",29242.1519117585,,
"ITA","Italy","CNPNCU","2020 constant prices and NCU","2002","2002","EUR","Euro","0","Units","2020","2020",29034.9886669782,,
"ITA","Italy","CNPNCU","2020 constant prices and NCU","2003","2003","EUR","Euro","0","Units","2020","2020",28956.4797722464,,
"ITA","Italy","CNPNCU","2020 constant prices and NCU","2004","2004","EUR","Euro","0","Units","2020","2020",29516.1203329144,,
"ITA","Italy","CNPNCU","2020 constant prices and NCU","2005","2005","EUR","Euro","0","Units","2020","2020",29910.2514491535,,
"ITA","Italy","CNPNCU","2020 constant prices and NCU","2006","2006","EUR","Euro","0","Units","2020","2020",30096.7522150311,,
"ITA","Italy","CNPNCU","2020 constant prices and NCU","2007","2007","EUR","Euro","0","Units","2020","2020",30084.5810193979,,
"ITA","Italy","CNPNCU","2020 constant prices and NCU","2008","2008","EUR","Euro","0","Units","2020","2020",30049.397012892,,
"ITA","Italy","CNPNCU","2020 constant prices and NCU","2009","2009","EUR","Euro","0","Units","2020","2020",30277.4854777934,,
"ITA","Italy","CNPNCU","2020 constant prices and NCU","2010","2010","EUR","Euro","0","Units","2020","2020",30535.7521583007,,
"ITA","Italy","CNPNCU","2020 constant prices and NCU","2011","2011","EUR","Euro","0","Units","2020","2020",30046.8569095354,,
"ITA","Italy","CNPNCU","2020 constant prices and NCU","2012","2012","EUR","Euro","0","Units","2020","2020",29098.3700678724,,
"ITA","Italy","CNPNCU","2020 constant prices and NCU","2013","2013","EUR","Euro","0","Units","2020","2020",29189.3405897023,,
"ITA","Italy","CNPNCU","2020 constant prices and NCU","2014","2014","EUR","Euro","0","Units","2020","2020",29302.8232570608,,
"ITA","Italy","CNPNCU","2020 constant prices and NCU","2015","2015","EUR","Euro","0","Units","2020","2020",29560.6201965678,,
"ITA","Italy","CNPNCU","2020 constant prices and NCU","2016","2016","EUR","Euro","0","Units","2020","2020",29793.7372650992,,
"ITA","Italy","CNPNCU","2020 constant prices and NCU","2017","2017","EUR","Euro","0","Units","2020","2020",29601.6319291723,,
"ITA","Italy","CNPNCU","2020 constant prices and NCU","2018","2018","EUR","Euro","0","Units","2020","2020",29639.479000708,,
"ITA","Italy","CNPNCU","2020 constant prices and NCU","2019","2019","EUR","Euro","0","Units","2020","2020",29758.2605160622,,
"ITA","Italy","CNPNCU","2020 constant prices and NCU","2020","2020","EUR","Euro","0","Units","2020","2020",27997.0223101223,,
"JPN","Japan","CNPNCU","2020 constant prices and NCU","2000","2000","JPY","Yen","0","Units","2020","2020",4378137.43136728,,
"JPN","Japan","CNPNCU","2020 constant prices and NCU","2001","2001","JPY","Yen","0","Units","2020","2020",4334489.62152362,,
"JPN","Japan","CNPNCU","2020 constant prices and NCU","2002","2002","JPY","Yen","0","Units","2020","2020",4248425.85000899,,
